COUNTRY_CODE,DATE_CREATION,PAYMENT_METHOD,PRICE_TO_PAY,ERROR,RAW_ERROR_GROUP,ERROR_GROUP,BANK_ANONYMIZED,BANK_COUNTRY,STATE,PAYMENT_ID,CURRENCY,PAYMENT_INTENTION_ID,CLIENT_ID_ANONYMIZED
es-es,2020-11-04 09:16:00,card,371.99,0,00 : Approved or completed successfully,APPROVED,BANK60,ES,1,8150301,EUR,8150301,157585326
fr-fr,2020-11-07 14:43:58,card,109.99,0,00 : Approved or completed successfully,APPROVED,BANK688,FR,1,8208511,EUR,8208511,157595458
es-es,2020-11-03 00:01:13,oney4x,475.99,1337,REFUSED : Payment was refused,DECLINED,BANK967,nan,0,8130372,EUR,8130372,157771368
es-es,2020-11-03 00:04:17,oney4x,475.99,1337,REFUSED : Payment was refused,DECLINED,BANK967,nan,0,8130397,EUR,8130372,157771368
es-es,2020-11-03 00:09:15,oney4x,475.99,1001,Form Drop,FORM_DROP,BANK1,,0,8130434,EUR,8130372,157771368
fr-fr,2020-11-03 22:38:18,card,75,0,00 : Approved or completed successfully,APPROVED,BANK191,FR,1,8147770,EUR,8147770,15778499
fr-fr,2020-11-03 08:51:21,oney3x,790,1001,Form Drop,FORM_DROP,BANK1,,0,8131950,EUR,8131950,157817886
fr-fr,2020-11-03 11:54:38,oney3x,772,1001,Form Drop,FORM_DROP,BANK1,,0,8134689,EUR,8131950,157817886
fr-fr,2020-11-03 12:03:19,oney4x,820,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8134840,EUR,8131950,157817886
fr-fr,2020-11-03 12:20:24,oney4x,820,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8135148,EUR,8131950,157817886
fr-fr,2020-11-03 12:23:00,oney3x,820,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8135185,EUR,8131950,157817886
fr-fr,2020-11-05 00:30:12,oney3x,915,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8166022,EUR,8166022,157817886
fr-fr,2020-11-05 00:32:23,oney3x,915,997,Payment cancelled by the customer,CANCELED PAYMENT,BANK1,,0,8166038,EUR,8166022,157817886
fr-fr,2020-11-05 00:33:44,oney3x,915,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8166050,EUR,8166022,157817886
fr-fr,2020-11-05 00:38:49,card,915,11,05 : Do not honor,DECLINED,BANK211,FR,0,8166073,EUR,8166022,157817886
fr-fr,2020-11-05 00:39:38,card,915,0,00 : Approved or completed successfully,APPROVED,BANK140,FR,1,8166078,EUR,8166022,157817886
es-es,2020-11-05 21:08:46,card,273.98,0,00 : Approved or completed successfully,APPROVED,BANK98,ES,1,8181599,EUR,8181599,157923400
fr-fr,2020-11-03 17:23:05,card,90,0,00 : Approved or completed successfully,APPROVED,BANK140,FR,1,8140842,EUR,8140842,157937591
fr-fr,2020-11-06 18:28:30,card,204,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8195460,EUR,8195460,158102132
fr-fr,2020-11-04 15:57:12,card,146,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8156843,EUR,8156843,158255454
fr-fr,2020-11-04 18:56:53,card,208,0,00 : Approved or completed successfully,APPROVED,BANK293,FR,1,8160499,EUR,8160499,158363977
fr-fr,2020-11-06 15:25:38,card,219,0,00 : Approved or completed successfully,APPROVED,BANK483,FR,1,8191812,EUR,8191812,158384061
de-de,2020-11-02 14:49:50,card,362,0,00 : Approved or completed successfully,APPROVED,BANK312,DE,1,8119838,EUR,8119838,158402522
fr-fr,2020-11-03 17:50:33,card,207,0,00 : Approved or completed successfully,APPROVED,BANK308,FR,1,8141423,EUR,8141423,158599034
es-es,2020-11-02 12:49:06,card,151.99,0,No Error,APPROVED,BANK1,,0,8117687,EUR,8117687,158636983
es-es,2020-11-02 14:11:05,card,151.99,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK503,ES,0,8119140,EUR,8117687,158636983
es-es,2020-11-07 17:28:53,oney12x,449.88,1337,REFUSED : Payment was refused,DECLINED,BANK967,nan,0,8211791,EUR,8211791,158808390
fr-fr,2020-11-02 19:37:22,card,305,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8125789,EUR,8125789,158830313
es-es,2020-11-06 17:33:54,card,159,0,No Error,APPROVED,BANK1,,0,8194173,EUR,8194173,158890303
es-es,2020-11-06 17:38:15,card,147,0,No Error,APPROVED,BANK1,,0,8194278,EUR,8194173,158890303
es-es,2020-11-06 17:39:30,card,147,0,No Error,APPROVED,BANK1,,0,8194310,EUR,8194173,158890303
es-es,2020-11-06 17:39:56,paypal,147,0,No Error,APPROVED,BANK1,,1,8194317,EUR,8194173,158890303
fr-fr,2020-11-06 02:48:45,oney4x,419,1001,Form Drop,FORM_DROP,BANK1,,0,8184798,EUR,8184798,158980550
es-es,2020-11-04 23:55:07,card,8,0,00 : Approved or completed successfully,APPROVED,BANK68,ES,1,8165787,EUR,8165787,159043497
es-es,2020-11-05 00:06:34,card,8,0,00 : Approved or completed successfully,APPROVED,BANK68,ES,1,8165869,EUR,8165869,159043497
fr-fr,2020-11-03 22:51:53,card,191,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8147978,EUR,8147978,15905145
es-es,2020-11-04 11:49:34,card,444,0,No Error,APPROVED,BANK1,,0,8152461,EUR,8152461,159173063
es-es,2020-11-04 11:54:12,card,444,0,No Error,APPROVED,BANK1,,0,8152548,EUR,8152461,159173063
es-es,2020-11-04 12:01:16,card,444,0,00 : Approved or completed successfully,APPROVED,BANK60,ES,1,8152660,EUR,8152461,159173063
fr-fr,2020-11-07 22:13:10,oney4x,212.99,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8216929,EUR,8216929,159234809
fr-fr,2020-11-07 22:20:53,oney4x,212.99,1001,Form Drop,FORM_DROP,BANK1,,0,8217022,EUR,8217022,159234809
fr-fr,2020-11-07 22:24:18,card,212.99,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8217055,EUR,8217022,159234809
es-es,2020-11-05 09:59:10,card,138,0,00 : Approved or completed successfully,APPROVED,BANK102,ES,1,8168554,EUR,8168554,159254004
fr-fr,2020-11-05 14:14:12,oney3x,477,1001,Form Drop,FORM_DROP,BANK1,,0,8173333,EUR,8173333,15927768
fr-fr,2020-11-06 15:34:48,oney3x,453,1001,Form Drop,FORM_DROP,BANK1,,0,8191965,EUR,8191965,15927768
fr-fr,2020-11-03 17:25:30,oney4x,205,1001,Form Drop,FORM_DROP,BANK1,,0,8140896,EUR,8140896,159401387
fr-fr,2020-11-03 17:27:37,oney4x,205,1001,Form Drop,FORM_DROP,BANK1,,0,8140942,EUR,8140896,159401387
fr-fr,2020-11-05 08:54:32,oney4x,268,1001,Form Drop,FORM_DROP,BANK1,,0,8167763,EUR,8167763,159401387
fr-fr,2020-11-05 09:44:09,oney4x,268,1001,Form Drop,FORM_DROP,BANK1,,0,8168355,EUR,8167763,159401387
fr-fr,2020-11-05 09:48:32,card,268,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8168419,EUR,8167763,159401387
fr-fr,2020-11-02 09:14:20,card,42,12,51 : Insufficient funds/over credit limit,NOT_ENOUGH_BALANCE,BANK236,FR,0,8114551,EUR,8114551,159488653
fr-fr,2020-11-02 09:16:36,card,42,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK967,FR,0,8114580,EUR,8114551,159488653
fr-fr,2020-11-02 09:20:44,card,42,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK967,FR,0,8114622,EUR,8114551,159488653
fr-fr,2020-11-02 14:24:47,card,42,0,00 : Approved or completed successfully,APPROVED,BANK967,FR,1,8119384,EUR,8114551,159488653
fr-fr,2020-11-04 22:36:13,oney3x,325,1001,Form Drop,FORM_DROP,BANK1,,0,8164992,EUR,8164992,159539860
fr-fr,2020-11-04 22:41:47,oney3x,325,1001,Form Drop,FORM_DROP,BANK1,,0,8165070,EUR,8164992,159539860
fr-fr,2020-11-03 15:06:53,oney3x,262,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8138310,EUR,8138310,159549715
fr-fr,2020-11-06 17:27:18,card,487,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK286,FR,0,8194014,EUR,8194014,159574813
fr-fr,2020-11-06 17:33:50,card,487,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8194172,EUR,8194014,159574813
fr-fr,2020-11-03 22:43:55,card,234,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8147863,EUR,8147863,159579080
de-de,2020-11-05 12:49:28,card,335,0,00 : Approved or completed successfully,APPROVED,BANK272,DE,1,8171766,EUR,8171766,159596557
fr-fr,2020-11-07 10:11:56,card,227,0,00 : Approved or completed successfully,APPROVED,BANK518,FR,1,8203211,EUR,8203211,159639947
es-es,2020-11-02 13:58:43,card,110,0,00 : Approved or completed successfully,APPROVED,BANK60,ES,1,8118881,EUR,8118881,159682222
fr-fr,2020-11-05 23:23:37,card,339.3,0,00 : Approved or completed successfully,APPROVED,BANK518,FR,1,8183832,EUR,8183832,159719418
fr-fr,2020-11-02 11:17:15,card,299,0,00 : Approved or completed successfully,APPROVED,BANK423,FR,1,8116299,EUR,8116299,15975664
es-es,2020-11-07 22:11:56,oney4x,623.2,1001,Form Drop,FORM_DROP,BANK1,,0,8216913,EUR,8216913,160058644
es-es,2020-11-07 22:14:26,oney4x,623.2,1001,Form Drop,FORM_DROP,BANK1,,0,8216944,EUR,8216913,160058644
fr-fr,2020-11-07 22:23:49,oney4x,616,1337,"ERR_04 : Le pays de livraison/facturation n'est pas accepté",ERROR,BANK967,nan,0,8217050,EUR,8216913,160058644
fr-fr,2020-11-07 22:24:06,oney4x,616,1337,"ERR_04 : Le pays de livraison/facturation n'est pas accepté",ERROR,BANK967,nan,0,8217052,EUR,8216913,160058644
fr-fr,2020-11-07 22:25:36,card,616,1000,3DS Drop,NOT_3D_SUBMITTED,BANK1,,0,8217069,EUR,8216913,160058644
fr-fr,2020-11-07 22:26:12,oney4x,616,1337,"ERR_04 : Le pays de livraison/facturation n'est pas accepté",ERROR,BANK967,nan,0,8217077,EUR,8216913,160058644
fr-fr,2020-11-07 22:26:28,oney3x,616,1337,"ERR_04 : Le pays de livraison/facturation n'est pas accepté",ERROR,BANK967,nan,0,8217081,EUR,8216913,160058644
fr-fr,2020-11-07 22:28:06,oney4x,616,1337,"ERR_04 : Le pays de livraison/facturation n'est pas accepté",ERROR,BANK967,nan,0,8217102,EUR,8216913,160058644
fr-fr,2020-11-07 22:28:56,card,616,12,51 : Insufficient funds,NOT_ENOUGH_BALANCE,BANK681,FR,0,8217112,EUR,8216913,160058644
fr-fr,2020-11-07 22:30:50,oney4x,616,1337,"ERR_04 : Le pays de livraison/facturation n'est pas accepté",ERROR,BANK967,nan,0,8217132,EUR,8216913,160058644
de-de,2020-11-02 21:49:47,paypal,123.99,0,No Error,APPROVED,BANK1,,1,8128701,EUR,8128701,160102673
fr-fr,2020-11-07 17:49:34,card,149,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8212213,EUR,8212213,160261526
de-de,2020-11-03 12:01:15,paypal,159,0,No Error,APPROVED,BANK1,,1,8134807,EUR,8134807,160270070
es-es,2020-11-03 23:54:04,card,108.99,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8148630,EUR,8148630,16033339
de-de,2020-11-02 12:25:37,paypal,189,0,No Error,APPROVED,BANK1,,1,8117308,EUR,8117308,160335372
fr-fr,2020-11-05 21:18:03,card,833,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK681,FR,0,8181794,EUR,8181794,160368737
fr-fr,2020-11-05 21:25:50,card,833,0,00 : Approved or completed successfully,APPROVED,BANK681,FR,1,8181950,EUR,8181794,160368737
fr-fr,2020-11-03 17:38:30,oney4x,769.99,1001,Form Drop,FORM_DROP,BANK1,,0,8141148,EUR,8141148,160420416
fr-fr,2020-11-03 18:25:38,oney4x,769.99,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8142231,EUR,8141148,160420416
fr-fr,2020-11-03 18:28:00,oney3x,769.99,1001,Form Drop,FORM_DROP,BANK1,,0,8142282,EUR,8141148,160420416
fr-fr,2020-11-03 18:29:10,oney4x,769.99,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8142313,EUR,8141148,160420416
fr-fr,2020-11-03 18:30:33,oney3x,769.99,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8142343,EUR,8141148,160420416
fr-fr,2020-11-03 21:00:31,oney4x,769.99,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8145862,EUR,8141148,160420416
fr-fr,2020-11-06 01:35:50,oney4x,254,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8184643,EUR,8184643,160659023
fr-fr,2020-11-02 09:47:44,card,139.99,0,00 : Approved or completed successfully,APPROVED,BANK307,FR,1,8114905,EUR,8114905,160716830
fr-fr,2020-11-07 19:28:00,oney4x,367.9,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8214290,EUR,8214290,160784616
fr-fr,2020-11-04 20:55:06,oney4x,332,1001,Form Drop,FORM_DROP,BANK1,,0,8163062,EUR,8163062,160794897
fr-fr,2020-11-07 22:24:36,oney4x,1091,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8217059,EUR,8217059,160873075
fr-fr,2020-11-07 22:36:30,oney4x,1091,1001,Form Drop,FORM_DROP,BANK1,,0,8217190,EUR,8217059,160873075
fr-fr,2020-11-07 22:52:54,oney4x,1091,1001,Form Drop,FORM_DROP,BANK1,,0,8217354,EUR,8217059,160873075
fr-fr,2020-11-05 09:56:40,card,46,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8168520,EUR,8168520,161202883
fr-fr,2020-11-03 19:28:40,card,125,33,04 : Capture card,DECLINED,BANK192,FR,0,8143756,EUR,8143756,16122187
fr-fr,2020-11-03 19:34:04,card,125,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8143865,EUR,8143756,16122187
es-es,2020-11-04 10:10:00,card,15.99,0,00 : Approved or completed successfully,APPROVED,BANK503,ES,1,8150991,EUR,8150991,161337539
fr-fr,2020-11-06 12:16:45,card,239.4,0,00 : Approved or completed successfully,APPROVED,BANK185,FR,1,8188538,EUR,8188538,161360154
es-es,2020-11-07 11:01:43,card,185,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8203999,EUR,8203999,161381649
fr-fr,2020-11-02 10:51:46,oney4x,502.9,1001,Form Drop,FORM_DROP,BANK1,,0,8115864,EUR,8115864,161455919
fr-fr,2020-11-07 19:22:38,oney4x,550,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8214206,EUR,8214206,161555060
fr-fr,2020-11-03 15:25:17,card,139.99,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8138650,EUR,8138650,16157338
fr-fr,2020-11-03 17:26:19,card,579,0,00 : Approved or completed successfully,APPROVED,BANK293,FR,1,8140911,EUR,8140911,161651259
es-es,2020-11-05 13:40:03,card,510,0,No Error,APPROVED,BANK1,,0,8172729,EUR,8172729,161701097
es-es,2020-11-06 11:51:50,card,510,0,00 : Approved or completed successfully,APPROVED,BANK98,ES,1,8188122,EUR,8188122,161701097
fr-fr,2020-11-02 15:11:12,card,370,0,00 : Approved or completed successfully,APPROVED,BANK191,FR,1,8120254,EUR,8120254,16170876
fr-fr,2020-11-02 16:01:50,card,459,0,00 : Approved or completed successfully,APPROVED,BANK191,FR,1,8121175,EUR,8121175,16170876
es-es,2020-11-05 20:04:13,card,459.9,0,00 : Approved or completed successfully,APPROVED,BANK451,ES,1,8180326,EUR,8180326,161710066
es-es,2020-11-05 12:25:13,card,256,0,00 : Approved or completed successfully,APPROVED,BANK423,ES,1,8171297,EUR,8171297,161744822
de-de,2020-11-06 13:24:18,paypal,277.99,72,The Paypal transaction could not be completed,CANCELED PAYMENT,BANK1,,0,8189734,EUR,8189734,161785594
de-de,2020-11-06 14:07:52,paypal,270,0,No Error,APPROVED,BANK1,,1,8190493,EUR,8189734,161785594
es-es,2020-11-06 11:19:50,card,11.99,0,00 : Approved or completed successfully,APPROVED,BANK122,ES,1,8187620,EUR,8187620,161848285
fr-fr,2020-11-04 13:40:59,card,36,0,00 : Approved or completed successfully,APPROVED,BANK688,FR,1,8154285,EUR,8154285,161929538
fr-fr,2020-11-05 03:08:45,oney3x,209,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8166566,EUR,8166566,161968179
es-es,2020-11-06 21:48:19,oney12x,316.99,1337,REFUSED : Payment was refused,DECLINED,BANK967,nan,0,8199613,EUR,8199613,162192628
fr-fr,2020-11-05 07:57:42,oney4x,397,1001,Form Drop,FORM_DROP,BANK1,,0,8167319,EUR,8167319,162256784
fr-fr,2020-11-06 07:50:43,oney4x,349,1001,Form Drop,FORM_DROP,BANK1,,0,8185354,EUR,8185354,162256784
fr-fr,2020-11-06 13:30:03,oney4x,349,1001,Form Drop,FORM_DROP,BANK1,,0,8189820,EUR,8185354,162256784
fr-fr,2020-11-06 13:30:47,oney4x,349,1001,Form Drop,FORM_DROP,BANK1,,0,8189833,EUR,8185354,162256784
fr-fr,2020-11-04 13:38:12,oney4x,306,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8154246,EUR,8154246,162303706
fr-fr,2020-11-04 13:41:29,oney4x,306,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8154295,EUR,8154246,162303706
fr-fr,2020-11-04 13:45:30,oney3x,306,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8154366,EUR,8154246,162303706
de-de,2020-11-03 03:11:15,card,246.9,0,00 : Approved or completed successfully,APPROVED,BANK534,DE,1,8130993,EUR,8130993,162346347
fr-fr,2020-11-07 10:58:18,oney4x,483,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8203940,EUR,8203940,162440614
fr-fr,2020-11-07 11:08:41,oney4x,1099,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8204128,EUR,8204128,162586631
es-es,2020-11-05 10:26:53,card,173,0,00 : Approved or completed successfully,APPROVED,BANK451,ES,1,8169002,EUR,8169002,162593775
es-es,2020-11-05 10:34:36,card,175.99,0,00 : Approved or completed successfully,APPROVED,BANK451,ES,1,8169151,EUR,8169151,162593775
es-es,2020-11-04 12:23:36,card,331.99,0,00 : Approved or completed successfully,APPROVED,BANK122,ES,1,8153012,EUR,8153012,162840167
fr-fr,2020-11-06 15:17:11,card,58,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8191663,EUR,8191663,162987083
fr-fr,2020-11-03 09:14:06,card,299,0,00 : Approved or completed successfully,APPROVED,BANK140,FR,1,8132168,EUR,8132168,16300280
fr-fr,2020-11-04 19:43:39,oney4x,1079,1001,Form Drop,FORM_DROP,BANK1,,0,8161579,EUR,8161579,163006790
fr-fr,2020-11-02 17:12:20,oney4x,915,1001,Form Drop,FORM_DROP,BANK1,,0,8122443,EUR,8122443,163160585
fr-fr,2020-11-03 10:29:03,oney4x,785,1001,Form Drop,FORM_DROP,BANK1,,0,8133225,EUR,8133225,163160585
fr-fr,2020-11-05 14:17:56,oney4x,894,1001,Form Drop,FORM_DROP,BANK1,,0,8173392,EUR,8173392,163160585
fr-fr,2020-11-04 00:18:24,card,449,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8148765,EUR,8148765,163215432
es-es,2020-11-02 20:06:45,oney4x,355.99,0,FUNDED : Transaction is completed,APPROVED,BANK967,nan,1,8126467,EUR,8126467,163432206
fr-fr,2020-11-03 20:49:47,oney4x,376,1001,Form Drop,FORM_DROP,BANK1,,0,8145617,EUR,8145617,16344949
es-es,2020-11-04 09:34:49,card,435,0,00 : Approved or completed successfully,APPROVED,BANK226,ES,1,8150530,EUR,8150530,163472769
fr-fr,2020-11-03 20:11:17,oney4x,208,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8144712,EUR,8144712,163590487
es-es,2020-11-06 22:08:22,card,254,0,No Error,APPROVED,BANK1,,0,8199949,EUR,8199949,16364831
es-es,2020-11-06 22:23:50,card,241.3,0,00 : Approved or completed successfully,APPROVED,BANK451,ES,1,8200141,EUR,8199949,16364831
es-es,2020-11-06 17:41:27,oney12x,571,1001,Form Drop,FORM_DROP,BANK1,,0,8194348,EUR,8194348,163656507
es-es,2020-11-04 16:16:31,card,291.99,0,00 : Approved or completed successfully,APPROVED,BANK60,ES,1,8157204,EUR,8157204,163682876
de-de,2020-11-03 14:13:59,paypal,159,0,No Error,APPROVED,BANK1,,1,8137360,EUR,8137360,163784069
fr-fr,2020-11-07 15:29:35,card,250,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8209496,EUR,8209496,163858491
fr-fr,2020-11-04 12:52:30,card,227,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8153442,EUR,8153442,163926785
fr-fr,2020-11-05 08:47:23,oney4x,292,1001,Form Drop,FORM_DROP,BANK1,,0,8167699,EUR,8167699,164004596
fr-fr,2020-11-03 19:55:33,oney3x,349,1001,Form Drop,FORM_DROP,BANK1,,0,8144351,EUR,8144351,164082927
fr-fr,2020-11-07 16:13:39,card,178,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK185,FR,0,8210321,EUR,8210321,16413929
fr-fr,2020-11-07 16:15:25,card,178,0,00 : Approved or completed successfully,APPROVED,BANK185,FR,1,8210353,EUR,8210321,16413929
fr-fr,2020-11-05 11:17:44,card,229.9,0,00 : Approved or completed successfully,APPROVED,BANK483,FR,1,8170047,EUR,8170047,16414891
fr-fr,2020-11-05 12:10:55,card,154,0,00 : Approved or completed successfully,APPROVED,BANK307,FR,1,8171034,EUR,8171034,164179063
fr-fr,2020-11-03 20:05:48,oney4x,250,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8144580,EUR,8144580,164327280
fr-fr,2020-11-04 21:32:24,card,173,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8163862,EUR,8163862,164336896
fr-fr,2020-11-02 11:33:33,card,288,12,51 : Insufficient funds,NOT_ENOUGH_BALANCE,BANK293,FR,0,8116544,EUR,8116544,164519630
fr-fr,2020-11-02 11:40:20,card,288,0,00 : Approved or completed successfully,APPROVED,BANK293,FR,1,8116641,EUR,8116544,164519630
fr-fr,2020-11-04 10:23:50,card,418,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK286,FR,0,8151165,EUR,8151165,16460054
fr-fr,2020-11-04 11:46:42,card,418,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8152419,EUR,8151165,16460054
de-de,2020-11-03 19:57:53,klarna_slice_it,595,1001,Form Drop,FORM_DROP,BANK1,,0,8144406,EUR,8144406,164618998
de-de,2020-11-03 19:59:39,card,595,0,00 : Approved or completed successfully,APPROVED,BANK865,DE,1,8144447,EUR,8144406,164618998
fr-fr,2020-11-07 21:02:50,card,176,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8215930,EUR,8215930,164688082
fr-fr,2020-11-04 10:41:24,card,127.8,0,00 : Approved or completed successfully,APPROVED,BANK146,FR,1,8151427,EUR,8151427,16483217
es-es,2020-11-03 16:04:58,card,172.03,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK503,ES,0,8139360,EUR,8139360,165005546
es-es,2020-11-03 16:16:59,card,172.03,0,00 : Approved or completed successfully,APPROVED,BANK503,ES,1,8139603,EUR,8139360,165005546
fr-fr,2020-11-02 21:10:24,card,459,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8127830,EUR,8127830,165194904
fr-fr,2020-11-03 13:30:39,oney3x,219,1001,Form Drop,FORM_DROP,BANK1,,0,8136472,EUR,8136472,165272751
fr-fr,2020-11-03 14:10:06,card,219,12,51 : Insufficient funds,NOT_ENOUGH_BALANCE,BANK191,FR,0,8137280,EUR,8136472,165272751
fr-fr,2020-11-03 14:11:39,card,219,0,00 : Approved or completed successfully,APPROVED,BANK191,FR,1,8137309,EUR,8136472,165272751
fr-fr,2020-11-07 18:28:00,oney4x,213.99,1001,Form Drop,FORM_DROP,BANK1,,0,8213047,EUR,8213047,165278897
fr-fr,2020-11-07 14:55:41,oney4x,439,1001,Form Drop,FORM_DROP,BANK1,,0,8208744,EUR,8208744,165338825
de-de,2020-11-03 15:46:45,card,11,1000,3DS Drop,NOT_3D_SUBMITTED,BANK1,,0,8139024,EUR,8139024,165495788
de-de,2020-11-03 15:47:58,card,11,0,No Error,APPROVED,BANK1,,0,8139046,EUR,8139024,165495788
de-de,2020-11-03 20:11:05,card,11,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8144708,EUR,8139024,165495788
fr-fr,2020-11-06 10:30:38,card,424,0,00 : Approved or completed successfully,APPROVED,BANK211,FR,1,8186883,EUR,8186883,165600312
fr-fr,2020-11-02 17:46:55,card,399,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8123100,EUR,8123100,165662010
fr-fr,2020-11-05 09:53:57,card,163.36,0,00 : Approved or completed successfully,APPROVED,BANK308,FR,1,8168480,EUR,8168480,165752310
fr-fr,2020-11-04 21:53:03,oney3x,467,1001,Form Drop,FORM_DROP,BANK1,,0,8164269,EUR,8164269,165801001
fr-fr,2020-11-04 22:00:35,oney4x,424,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8164412,EUR,8164269,165801001
fr-fr,2020-11-04 22:08:34,oney4x,424,1001,Form Drop,FORM_DROP,BANK1,,0,8164548,EUR,8164269,165801001
fr-fr,2020-11-07 11:16:18,card,399,34,Invalid CardNumber,INVALID_CARD,BANK967,nan,0,8204287,EUR,8204287,165815353
fr-fr,2020-11-07 17:27:29,card,225,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8211761,EUR,8211761,165831345
fr-fr,2020-11-07 19:36:34,card,17.9,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8214448,EUR,8214448,165831345
fr-fr,2020-11-04 14:55:30,card,663.81,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8155733,EUR,8155733,165863
fr-fr,2020-11-02 11:35:08,oney3x,365,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8116568,EUR,8116568,165870507
de-de,2020-11-05 16:38:01,card,339,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK484,DE,0,8176000,EUR,8176000,165955400
de-de,2020-11-05 16:41:17,paypal,339,0,No Error,APPROVED,BANK1,,1,8176054,EUR,8176000,165955400
fr-fr,2020-11-03 11:40:58,card,45,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8134416,EUR,8134416,16603246
fr-fr,2020-11-02 19:53:53,oney4x,310,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8126149,EUR,8126149,166113933
de-de,2020-11-07 20:25:39,paypal,480,0,No Error,APPROVED,BANK1,,1,8215341,EUR,8215341,166138342
es-es,2020-11-02 10:48:45,paypal,690,72,The Paypal transaction could not be completed,CANCELED PAYMENT,BANK1,,0,8115820,EUR,8115820,166167469
